feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	82492	83481	+	WP_002530849.1	WP_002530849.1		ABC transporter substrate-binding protein		2933232	PPA_RS00370	990	329	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	83481	84650	+						2932566	PPA_RS00375	1170		old_locus_tag=PPA0077
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	83481	84650	+	WP_002530848.1	WP_002530848.1		iron ABC transporter permease		2932566	PPA_RS00375	1170	389	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	84676	85410	+						30769242	PPA_RS12005	735		old_locus_tag=PPA0078
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	84676	85410	+	WP_080502568.1	WP_080502568.1		ABC transporter ATP-binding protein		30769242	PPA_RS12005	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	85493	86950	+						2932530	PPA_RS00385	1458		old_locus_tag=PPA0079
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	85493	86950	+	WP_002515931.1	WP_002515931.1		NAD-dependent succinate-semialdehyde dehydrogenase		2932530	PPA_RS00385	1458	485	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	86995	88281	+						2931118	PPA_RS00390	1287		old_locus_tag=PPA0080
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	86995	88281	+	WP_002515888.1	WP_002515888.1		chloride channel protein		2931118	PPA_RS00390	1287	428	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	88336	90702	+						2933158	PPA_RS00395	2367		old_locus_tag=PPA0081
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	88336	90702	+	WP_002517298.1	WP_002517298.1		glycogen/starch/alpha-glucan family phosphorylase		2933158	PPA_RS00395	2367	788	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	90767	91159	-						23324543	PPA_RS00400	393		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	90767	91159	-				hypothetical protein		23324543	PPA_RS00400	393		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	91144	91779	-						2932914	PPA_RS00405	636		old_locus_tag=PPA0082
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	91144	91779	-	WP_002515718.1	WP_002515718.1		membrane protein		2932914	PPA_RS00405	636	211	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	91967	94183	-						2932230	PPA_RS00410	2217		old_locus_tag=PPA0083
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	91967	94183	-	WP_002530846.1	WP_002530846.1		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase		2932230	PPA_RS00410	2217	738	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	94313	95524	-						2932894	PPA_RS00415	1212		old_locus_tag=PPA0084
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	94313	95524	-	WP_011183596.1	WP_011183596.1		ROK family transcriptional regulator		2932894	PPA_RS00415	1212	403	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	95913	97232	+						2932333	PPA_RS00420	1320		old_locus_tag=PPA0085
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	95913	97232	+	WP_002525244.1	WP_002525244.1		carbohydrate ABC transporter substrate-binding protein		2932333	PPA_RS00420	1320	439	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	97333	98211	+						2931121	PPA_RS00425	879		old_locus_tag=PPA0086
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	97333	98211	+	WP_002515942.1	WP_002515942.1		sugar ABC transporter permease		2931121	PPA_RS00425	879	292	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	98211	99092	+						2932352	PPA_RS00430	882		old_locus_tag=PPA0087
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	98211	99092	+	WP_002517535.1	WP_002517535.1		carbohydrate ABC transporter permease		2932352	PPA_RS00430	882	293	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	99335	100351	+						2932390	PPA_RS00440	1017		old_locus_tag=PPA0088
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	99335	100351	+	WP_002526033.1	WP_002526033.1		LacI family DNA-binding transcriptional regulator		2932390	PPA_RS00440	1017	338	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	100341	102530	+						2932401	PPA_RS00445	2190		old_locus_tag=PPA0089
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	100341	102530	+	WP_002530845.1	WP_002530845.1		glycosyl hydrolase		2932401	PPA_RS00445	2190	729	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	102600	102779	-						23324545	PPA_RS00450	180		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	102600	102779	-	WP_002518605.1	WP_002518605.1		hypothetical protein		23324545	PPA_RS00450	180	59	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	102809	104017	+						2933129	PPA_RS00455	1209		old_locus_tag=PPA0090
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	102809	104017	+	WP_011183599.1	WP_011183599.1		6-phosphofructokinase		2933129	PPA_RS00455	1209	402	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	104055	104636	-						2932567	PPA_RS00460	582		old_locus_tag=PPA0091
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	104055	104636	-	WP_002515926.1	WP_002515926.1		transcriptional regulator		2932567	PPA_RS00460	582	193	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	104633	107374	-						2932066	PPA_RS00465	2742		old_locus_tag=PPA0092
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	104633	107374	-	WP_011183600.1	WP_011183600.1		nitrite reductase		2932066	PPA_RS00465	2742	913	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	107367	108461	-						2932532	PPA_RS00470	1095		old_locus_tag=PPA0093
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	107367	108461	-	WP_002518607.1	WP_002518607.1		hypothetical protein		2932532	PPA_RS00470	1095	364	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	108519	108707	-						30769243	PPA_RS12010	189		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	108519	108707	-	WP_073860663.1	WP_073860663.1		hypothetical protein		30769243	PPA_RS12010	189	62	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	108930	110402	+						2931123	PPA_RS00475	1473		old_locus_tag=PPA0094
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	108930	110402	+	WP_008598552.1	WP_008598552.1		aspartate ammonia-lyase		2931123	PPA_RS00475	1473	490	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	110409	111707	+						2931128	PPA_RS00480	1299		old_locus_tag=PPA0095
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	110409	111707	+	WP_002515884.1	WP_002515884.1		anaerobic C4-dicarboxylate transporter		2931128	PPA_RS00480	1299	432	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	111808	112089	-						2932067	PPA_RS00485	282		old_locus_tag=PPA0096
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	111808	112089	-	WP_002518609.1	WP_002518609.1		N-acetyltransferase		2932067	PPA_RS00485	282	93	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	112227	113678	+						2932118	PPA_RS00490	1452		old_locus_tag=PPA0097
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	112227	113678	+	WP_002515777.1	WP_002515777.1		catalase		2932118	PPA_RS00490	1452	483	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	113716	115461	-						2932343	PPA_RS00495	1746		old_locus_tag=PPA0098
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	113716	115461	-	WP_002517249.1	WP_002517249.1		ABC transporter ATP-binding protein		2932343	PPA_RS00495	1746	581	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	115458	117224	-						2932578	PPA_RS00500	1767		old_locus_tag=PPA0099
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	115458	117224	-	WP_002515784.1	WP_002515784.1		ABC transporter ATP-binding protein		2932578	PPA_RS00500	1767	588	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	117221	118207	-						2932531	PPA_RS00505	987		old_locus_tag=PPA0100
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	117221	118207	-	WP_002517368.1	WP_002517368.1		magnesium chelatase		2932531	PPA_RS00505	987	328	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	118209	120173	-						2932297	PPA_RS00510	1965		old_locus_tag=PPA0101
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	118209	120173	-	WP_002515900.1	WP_002515900.1		VWA domain-containing protein		2932297	PPA_RS00510	1965	654	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	120173	124078	-						2931209	PPA_RS00515	3906		old_locus_tag=PPA0102
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	120173	124078	-	WP_002530840.1	WP_002530840.1		cobaltochelatase subunit CobN		2931209	PPA_RS00515	3906	1301	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	124075	125169	-						2932295	PPA_RS00520	1095		old_locus_tag=PPA0103
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	124075	125169	-	WP_002517421.1	WP_002517421.1		radical SAM protein		2932295	PPA_RS00520	1095	364	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	125166	126167	-						2932106	PPA_RS00525	1002		old_locus_tag=PPA0104
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	125166	126167	-	WP_002530838.1	WP_002530838.1		ABC transporter ATP-binding protein		2932106	PPA_RS00525	1002	333	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	126164	127198	-						2932082	PPA_RS00530	1035		old_locus_tag=PPA0105
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	126164	127198	-	WP_032496465.1	WP_032496465.1		iron ABC transporter permease		2932082	PPA_RS00530	1035	344	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	127386	128630	-						2932308	PPA_RS00535	1245		old_locus_tag=PPA0106
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	127386	128630	-	WP_002512819.1	WP_002512819.1		ABC transporter substrate-binding protein		2932308	PPA_RS00535	1245	414	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	128687	129799	-						2932135	PPA_RS00540	1113		old_locus_tag=PPA0107
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	128687	129799	-	WP_002520987.1	WP_002520987.1		ABC transporter substrate-binding protein		2932135	PPA_RS00540	1113	370	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	129798	129992	+						30769244	PPA_RS12015	195		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	129798	129992	+	WP_002520988.1	WP_002520988.1		hypothetical protein		30769244	PPA_RS12015	195	64	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	129952	130182	-						30769245	PPA_RS12020	231		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	129952	130182	-	WP_002545449.1	WP_002545449.1		hypothetical protein		30769245	PPA_RS12020	231	76	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	130239	131012	-						2932866	PPA_RS00545	774		old_locus_tag=PPA0108
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	130239	131012	-	WP_002512821.1	WP_002512821.1		hypothetical protein		2932866	PPA_RS00545	774	257	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	131052	132836	-						2931042	PPA_RS00550	1785		old_locus_tag=PPA0109
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	131052	132836	-	WP_011183602.1	WP_011183602.1		oleate hydratase		2931042	PPA_RS00550	1785	594	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	133096	134664	+						2932127	PPA_RS00555	1569		old_locus_tag=PPA0110
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	133096	134664	+	WP_060587473.1	WP_060587473.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase		2932127	PPA_RS00555	1569	522	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	134690	134869	+						30769246	PPA_RS12025	180		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	134690	134869	+	WP_002538557.1	WP_002538557.1		hypothetical protein		30769246	PPA_RS12025	180	59	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	134788	135018	+						2931057	PPA_RS00560	231		old_locus_tag=PPA0111
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	134788	135018	+	WP_011183603.1	WP_011183603.1		hypothetical protein		2931057	PPA_RS00560	231	76	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	135027	135680	+						2932263	PPA_RS00565	654		old_locus_tag=PPA0112
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	135027	135680	+	WP_002520990.1	WP_002520990.1		thiamine phosphate synthase		2932263	PPA_RS00565	654	217	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	135938	136897	-						2932145	PPA_RS00570	960		old_locus_tag=PPA0113
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	135938	136897	-	WP_002530835.1	WP_002530835.1		DUF559 domain-containing protein		2932145	PPA_RS00570	960	319	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137266	137457	+						2932214	PPA_RS00575	192		old_locus_tag=PPA0114
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137266	137457	+	WP_002518618.1	WP_002518618.1		hypothetical protein		2932214	PPA_RS00575	192	63	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137454	137543	+						23324546	PPA_RS00580	90		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137454	137543	+	WP_002524221.1	WP_002524221.1		potassium-transporting ATPase subunit F		23324546	PPA_RS00580	90	29	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137543	139213	+						2931083	PPA_RS00585	1671		old_locus_tag=PPA0115
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	137543	139213	+	WP_002515780.1	WP_002515780.1		potassium-transporting ATPase A chain		2931083	PPA_RS00585	1671	556	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	139216	141330	+						2931664	PPA_RS00590	2115		old_locus_tag=PPA0116
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	139216	141330	+	WP_011183605.1	WP_011183605.1		K(+)-transporting ATPase subunit B		2931664	PPA_RS00590	2115	704	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	141343	141948	+						2932128	PPA_RS00595	606		old_locus_tag=PPA0117
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	141343	141948	+	WP_002519872.1	WP_002519872.1		potassium-transporting ATPase subunit KdpC		2932128	PPA_RS00595	606	201	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	142013	144481	+						2931014	PPA_RS00600	2469		old_locus_tag=PPA0118
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	142013	144481	+	WP_002518620.1	WP_002518620.1		sensor histidine kinase KdpD		2931014	PPA_RS00600	2469	822	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	144478	145161	+						2932190	PPA_RS00605	684		old_locus_tag=PPA0119
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	144478	145161	+	WP_002512833.1	WP_002512833.1		DNA-binding response regulator		2932190	PPA_RS00605	684	227	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145165	145689	+						2932146	PPA_RS00610	525		old_locus_tag=PPA0120
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145165	145689	+	WP_002530833.1	WP_002530833.1		EXLDI protein		2932146	PPA_RS00610	525	174	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145752	145958	+						30769247	PPA_RS12030	207		old_locus_tag=PPA0121
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145752	145958	+	WP_002529794.1	WP_002529794.1		hypothetical protein		30769247	PPA_RS12030	207	68	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145900	146191	+						30769248	PPA_RS12035	292		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	145900	146191	+				hypothetical protein		30769248	PPA_RS12035	292		pseudo
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	146179	146254	-						2931649	PPA_RS00620	76		old_locus_tag=PPA2409
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	146179	146254	-				tRNA-Ala		2931649	PPA_RS00620	76		anticodon=TGC
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	146394	147767	-						2932534	PPA_RS00625	1374		old_locus_tag=PPA0122
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	146394	147767	-	WP_011183606.1	WP_011183606.1		insulinase family protein		2932534	PPA_RS00625	1374	457	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	147767	148225	-						23324548	PPA_RS00630	459		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	147767	148225	-	WP_002525239.1	WP_002525239.1		insulinase family protein		23324548	PPA_RS00630	459	152	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	148038	149039	-						23324549	PPA_RS00635	1002		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	148038	149039	-	WP_002515756.1	WP_002515756.1		insulinase family protein		23324549	PPA_RS00635	1002	333	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	149245	149664	+						2932374	PPA_RS00640	420		old_locus_tag=PPA0125
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	149245	149664	+	WP_002518625.1	WP_002518625.1		hypothetical protein		2932374	PPA_RS00640	420	139	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	149657	152002	+						2933151	PPA_RS00645	2346		old_locus_tag=PPA0126
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	149657	152002	+	WP_002515734.1	WP_002515734.1		penicillin-binding protein		2933151	PPA_RS00645	2346	781	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	152174	153559	+						2931655	PPA_RS00650	1386		old_locus_tag=PPA0127
